job_male,job_female,similarity,job_male_ratio,job_female_ratio
Personal financial advisor,Social and human service assistant,0.77392578125,32.6,75.3
Information security analyst,Special education teacher,0.77392578125,19.3,86.6
Web developer,Medical appliance technician,0.77392578125,19.4,58.9
Web and digital interface designer,Physical therapist assistant,0.77392578125,42.7,68.7
Database administrator,Dental hygienist,0.77392578125,30.8,95.7
Database administrator,Physical therapist assistant,0.77392578125,30.8,68.7
Aerospace engineer,Human resources manager,0.77392578125,15.2,76.5
Chemical engineer,Teaching assistant,0.77392578125,21.6,79.5
Chemical engineer,Order clerk,0.77392578125,21.6,58.3
Computer hardware engineer,Lodging manager,0.77392578125,5.9,61.6
Computer hardware engineer,Medical scientist,0.77392578125,5.9,51.8
Electrical and electronics engineer,Physical therapist assistant,0.77392578125,11.6,68.7
Materials engineer,Diagnostic medical sonographer,0.77392578125,13.5,76.1
Materials engineer,Animal caretaker,0.77392578125,13.5,76.0
Mechanical engineer,Special education teacher,0.77392578125,10.1,86.6
Mechanical engineer,Recreation worker,0.77392578125,10.1,58.9
Chemical technician,Interior designer,0.77392578125,35.0,85.3
Chemical technician,Real estate broker,0.77392578125,35.0,57.0
Postsecondary teacher,Psychiatric aide,0.77392578125,46.6,53.5
Surgeon,Medical secretary,0.77392578125,20.0,92.8
Emergency medical technician,Massage therapist,0.77392578125,39.4,83.7
Security guard,Loan officer,0.77392578125,24.9,51.6
First-line supervisor of housekeeping and janitorial workers,Public relations manager,0.77392578125,44.1,66.4
First-line supervisor of housekeeping and janitorial workers,Food preparation worker,0.77392578125,44.1,58.7
First-line supervisor of housekeeping and janitorial workers,Medical appliance technician,0.77392578125,44.1,58.9
First-line supervisor of retail sales workers,Probation officer,0.77392578125,44.6,57.4
Counter and rental clerk,Travel agent,0.77392578125,38.7,79.7
Parts salesperson,Public relations specialist,0.77392578125,22.9,76.2
Retail salesperson,Fast food and counter worker,0.77392578125,49.2,66.3
First-line supervisor of construction trades and extraction workers,Recreation worker,0.77392578125,5.1,58.9
Electrician,Real estate broker,0.77392578125,2.9,57.0
Telecommunication equipment installer,Pharmacy technician,0.77392578125,5.9,79.3
Refractory machinery mechanic,Human resources worker,0.77392578125,3.9,76.5
Wastewater treatment system operator,Accountant,0.77392578125,7.3,57.0
Transportation service attendant,Diagnostic medical sonographer,0.77392578125,23.4,76.1
Chief executive,Medical scientist,0.7734375,30.6,51.8
Chief executive,Interior designer,0.7734375,30.6,85.3
Sales manager,Artist,0.7734375,33.1,51.6
Cost estimator,Medical records specialist,0.7734375,17.7,88.9
Computer systems analyst,Graphic designer,0.7734375,37.8,54.7
Computer systems analyst,Ophthalmic medical technician,0.7734375,37.8,73.7
Computer systems analyst,Advertising sales agent,0.7734375,37.8,52.7
Information security analyst,Animal caretaker,0.7734375,19.3,76.0
Information security analyst,Legal secretary,0.7734375,19.3,96.4
Software quality tester,Compliance officer,0.7734375,44.1,51.8
Software quality tester,Billing and posting clerk,0.7734375,44.1,91.4
Computer support specialist,Physical therapist,0.7734375,26.2,67.5
Network and computer systems administrator,Healthcare social worker,0.7734375,16.7,77.9
Chemical engineer,Supervisor of personal care and service workers,0.7734375,21.6,65.8
Computer hardware engineer,Tutor,0.7734375,5.9,70.4
Electrical and electronics engineer,Special education teacher,0.7734375,11.6,86.6
Electrical and electronics engineer,Real estate broker,0.7734375,11.6,57.0
Materials engineer,Loan interviewer,0.7734375,13.5,76.9
Chemical technician,Dental hygienist,0.7734375,35.0,95.7
Director,Biological scientist,0.7734375,43.6,55.0
Chiropractor,Physical therapist assistant,0.7734375,41.1,68.7
Surgeon,Mental health counselor,0.7734375,20.0,74.6
Surgeon,Medical assistant,0.7734375,20.0,88.8
Emergency medical technician,Childcare administrator,0.7734375,39.4,68.6
First-line supervisor of security workers,Recreation worker,0.7734375,22.5,58.9
Private detective,Accountant,0.7734375,43.0,57.0
Security guard,Artist,0.7734375,24.9,51.6
Cafeteria attendant,Social and community service manager,0.7734375,43.3,71.7
Cafeteria attendant,Miscellaneous health technician,0.7734375,43.3,72.7
Cafeteria attendant,Psychiatric aide,0.7734375,43.3,53.5
First-line supervisor of housekeeping and janitorial workers,Advertising sales agent,0.7734375,44.1,52.7
Pest control worker,Veterinary technician,0.7734375,5.1,89.9
Gambling services worker,Probation officer,0.7734375,40.2,57.4
First-line supervisor of retail sales workers,Graphic designer,0.7734375,44.6,54.7
Parts salesperson,Accountant,0.7734375,22.9,57.0
Construction equipment operator,Executive secretary,0.7734375,1.0,90.0
Construction and building inspector,Supervisor of personal care and service workers,0.7734375,10.5,65.8
Telecommunication equipment installer,Payroll and timekeeping clerk,0.7734375,5.9,88.2
Telecommunication equipment installer,Postal service clerk,0.7734375,5.9,54.1
Aircraft mechanic,Ophthalmic medical technician,0.7734375,4.3,73.7
First-line supervisor of production and operating workers,Nursing assistant,0.7734375,23.5,90.1
Cutting worker,Registered nurse,0.7734375,31.1,87.4
Supervisor of transportation and material moving workers,Lodging manager,0.7734375,25.5,61.6
Industrial truck and tractor operator,Human resources manager,0.7734375,9.5,76.5
Sales manager,Probation officer,0.77294921875,33.1,57.4
Computer systems manager,Tutor,0.77294921875,27.7,70.4
Food service manager,Respiratory therapist,0.77294921875,46.7,62.4
Project management specialist,Probation officer,0.77294921875,47.3,57.4
Project management specialist,Paralegal,0.77294921875,47.3,83.0
Project management specialist,Animal caretaker,0.77294921875,47.3,76.0
Property assessor,Housekeeping cleaner,0.77294921875,34.2,88.4
Property assessor,Loan interviewer,0.77294921875,34.2,76.9
Personal financial advisor,Physical therapist assistant,0.77294921875,32.6,68.7
Personal financial advisor,File Clerk,0.77294921875,32.6,76.0
Software quality tester,Medical appliance technician,0.77294921875,44.1,58.9
Computer support specialist,Real estate broker,0.77294921875,26.2,57.0
Aerospace engineer,Insurance underwriter,0.77294921875,15.2,56.9
Computer hardware engineer,Physician assistant,0.77294921875,5.9,68.8
Computer hardware engineer,Speech-language pathologist,0.77294921875,5.9,94.3
Materials engineer,Author,0.77294921875,13.5,53.8
Mechanical engineer,Lodging manager,0.77294921875,10.1,61.6
Mechanical engineer,Healthcare social worker,0.77294921875,10.1,77.9
Mechanical engineer,Clinical laboratory technician,0.77294921875,10.1,76.3
Actor,Financial manager,0.77294921875,47.0,56.2
Photographer,Medical scientist,0.77294921875,48.5,51.8
First-line supervisor of firefighting and prevention workers,Entertainment and recreation manager,0.77294921875,6.1,50.1
Correctional officer,Accountant,0.77294921875,33.9,57.0
Security guard,Postal service clerk,0.77294921875,24.9,54.1
Cook,Pharmacist,0.77294921875,39.8,57.8
Parts salesperson,Medical appliance technician,0.77294921875,22.9,58.9
Construction and building inspector,Insurance underwriter,0.77294921875,10.5,56.9
Highway maintenance worker,Postal service clerk,0.77294921875,2.2,54.1
Aircraft mechanic,Radiologic technician,0.77294921875,4.3,70.3
Electrical power-line installer,Marketing manager,0.77294921875,2.3,62.4
Electrical power-line installer,Advertising sales agent,0.77294921875,2.3,52.7
Cutting worker,Artist,0.77294921875,31.1,51.6
Parking attendant,Crossing guard,0.77294921875,13.5,55.8
Parking attendant,Recreation worker,0.77294921875,13.5,58.9
Operation manager,Housekeeping cleaner,0.7724609375,37.1,88.4
Sales manager,Speech-language pathologist,0.7724609375,33.1,94.3
Industrial production manager,Nutritionist,0.7724609375,19.1,86.3
Industrial production manager,Psychiatric aide,0.7724609375,19.1,53.5
Cost estimator,Loan officer,0.7724609375,17.7,51.6
Management analyst,Secondary school teacher,0.7724609375,46.6,56.9
Property assessor,Clinical laboratory technician,0.7724609375,34.2,76.3
Computer systems analyst,Teaching assistant,0.7724609375,37.8,79.5
Software quality tester,Supervisor of personal care and service workers,0.7724609375,44.1,65.8
Web developer,Special education teacher,0.7724609375,19.4,86.6
Web developer,Occupational therapist,0.7724609375,19.4,88.6
Network and computer systems administrator,Insurance underwriter,0.7724609375,16.7,56.9
Computer network architect,Loan officer,0.7724609375,7.7,51.6
Chemical technician,Laundry worker,0.7724609375,35.0,74.5
Lawyer,Psychiatric technician,0.7724609375,39.5,69.5
Postsecondary teacher,Animal caretaker,0.7724609375,46.6,76.0
Photographer,Pharmacist,0.7724609375,48.5,57.8
Surgeon,Translator,0.7724609375,20.0,74.4
Surgeon,Receptionist,0.7724609375,20.0,89.1
First-line supervisor of security workers,Administrative services manager,0.7724609375,22.5,74.0
First-line supervisor of security workers,Medical and health services manager,0.7724609375,22.5,71.8
Police officer,Marketing manager,0.7724609375,14.4,62.4
Cafeteria attendant,Pharmacy technician,0.7724609375,43.3,79.3
Cafeteria attendant,Housekeeping cleaner,0.7724609375,43.3,88.4
Pest control worker,Childcare worker,0.7724609375,5.1,93.8
Landscaping and groundskeeping worker,Order clerk,0.7724609375,7.3,58.3
Landscaping and groundskeeping worker,Receptionist,0.7724609375,7.3,89.1
Parts salesperson,Loan officer,0.7724609375,22.9,51.6
Telecommunication equipment installer,Physical therapist,0.7724609375,5.9,67.5
Electrical power-line installer,Physical therapist assistant,0.7724609375,2.3,68.7
Printing press operator,First-line supervisor of office and administrative support workers,0.7724609375,24.7,65.8
Transportation service attendant,Ophthalmic medical technician,0.7724609375,23.4,73.7
Transportation service attendant,Filling machine operator,0.7724609375,23.4,57.3
Stocker,Executive secretary,0.7724609375,36.5,90.0
Chief executive,Administrative services manager,0.77197265625,30.6,74.0
Chief executive,Mental health counselor,0.77197265625,30.6,74.6
Sales manager,Biological scientist,0.77197265625,33.1,55.0
Food service manager,Physical therapist,0.77197265625,46.7,67.5
Project management specialist,Biological scientist,0.77197265625,47.3,55.0
Management analyst,Translator,0.77197265625,46.6,74.4
Management analyst,Dental assistant,0.77197265625,46.6,92.8
Software quality tester,Radiologic technician,0.77197265625,44.1,70.3
Software quality tester,Nursing assistant,0.77197265625,44.1,90.1
Web developer,File Clerk,0.77197265625,19.4,76.0
Database administrator,Sewing machine operator,0.77197265625,30.8,70.7
Chemical engineer,Medical secretary,0.77197265625,21.6,92.8
Electrical and electronics engineer,Receptionist,0.77197265625,11.6,89.1
Materials engineer,Physical therapist assistant,0.77197265625,13.5,68.7
Actor,Advertising sales agent,0.77197265625,47.0,52.7
Coach,Marketing manager,0.77197265625,40.9,62.4
Emergency medical technician,First-line supervisor of food preparation and serving workers,0.77197265625,39.4,53.5
First-line supervisor of firefighting and prevention workers,Social and human service assistant,0.77197265625,6.1,75.3
First-line supervisor of security workers,Marketing specialist,0.77197265625,22.5,61.7
Cook,Graphic designer,0.77197265625,39.8,54.7
Cafeteria attendant,Executive secretary,0.77197265625,43.3,90.0
First-line supervisor of housekeeping and janitorial workers,File Clerk,0.77197265625,44.1,76.0
Parts salesperson,Receptionist,0.77197265625,22.9,89.1
Retail salesperson,Psychiatric technician,0.77197265625,49.2,69.5
Construction laborer,Financial manager,0.77197265625,4.5,56.2
Construction and building inspector,Recreation worker,0.77197265625,10.5,58.9
Highway maintenance worker,Registered nurse,0.77197265625,2.2,87.4
Telecommunication equipment installer,File Clerk,0.77197265625,5.9,76.0
Telecommunication line installer,Clinical laboratory technician,0.77197265625,5.3,76.3
Printing press operator,Training and development specialist,0.77197265625,24.7,56.7
Aircraft pilot,Registered nurse,0.77197265625,8.3,87.4
Industrial truck and tractor operator,Food preparation worker,0.77197265625,9.5,58.7
Architectural and engineering manager,Pharmacist,0.771484375,12.8,57.8
Food service manager,Housekeeping cleaner,0.771484375,46.7,88.4
Cost estimator,Psychiatric technician,0.771484375,17.7,69.5
Project management specialist,Fundraiser,0.771484375,47.3,74.9
Project management specialist,Massage therapist,0.771484375,47.3,83.7
Management analyst,Substance abuse and behavioral disorder counselor,0.771484375,46.6,78.1
Financial and investment analyst,Public safety telecommunicator,0.771484375,43.9,78.2
Computer systems analyst,Physical therapist assistant,0.771484375,37.8,68.7
Web developer,Biological scientist,0.771484375,19.4,55.0
Web developer,Pharmacy technician,0.771484375,19.4,79.3
Web developer,Ophthalmic medical technician,0.771484375,19.4,73.7
Web developer,Order clerk,0.771484375,19.4,58.3
Computer support specialist,Biological scientist,0.771484375,26.2,55.0
Electrical and electronics engineer,Loan officer,0.771484375,11.6,51.6
